COD_ESTABELECIMENTO,COD_MCC,NOME_ESTABELECIMENTO,CIDADE_ESTABELECIMENTO,TRANSACAO_COM_CHIP,FREQ_TRANSACAO,MCC_CODE,MCC_DESCRIPTION,NOME_MCC,COD_CATEGORIA
8670196658,7011,POUSADA CAMINHO REAL LTDA,PETROPOLIS,N,19,7011.0,"HOTEIS, POUSADAS, ETC","POUSADA CAMINHO REAL LTDA HOTEIS, POUSADAS, ETC",0
8730913316,7011,HOTEL LA PLAGE,CABO FRIO,S,4,7011.0,"HOTEIS, POUSADAS, ETC","HOTEL LA PLAGE HOTEIS, POUSADAS, ETC",0
57212651400015,7011,HOTEL DES MINES 4245338,75PARIS 5,S,1,7011.0,"HOTEIS, POUSADAS, ETC","HOTEL DES MINES 4245338 HOTEIS, POUSADAS, ETC",0
1017354593,7011,POUSADA LOORD CAMBURI,SERRA,S,3,7011.0,"HOTEIS, POUSADAS, ETC","POUSADA LOORD CAMBURI HOTEIS, POUSADAS, ETC",0
75103467900017,7392,HOTEL SEZZ,75PARIS 16 VP,N,1,7392.0,SERVICOS DE ADMINITRACAO E CONSULTORIA,HOTEL SEZZ SERVICOS DE ADMINITRACAO E CONSULTORIA,0
1047613902,7011,NOVOTEL SALVADOR HANGA,SALVADOR,N,14,7011.0,"HOTEIS, POUSADAS, ETC","NOVOTEL SALVADOR HANGA HOTEIS, POUSADAS, ETC",0
4729471001,5942,HOCU KNJIGU-BOGOVICEVA,ZAGREB,N,1,5942.0,LIVRARIAS,HOCU KNJIGU-BOGOVICEVA LIVRARIAS,0
12005481456001,7011,POUSADA ZA ZEM,PALMEIRAS,N,1,7011.0,"HOTEIS, POUSADAS, ETC","POUSADA ZA ZEM HOTEIS, POUSADAS, ETC",0
602374001582256,3690,COURTYARD BY MARRIOTT,DENVER,N,1,3690.0,COURTYARD BY MARRIOT,COURTYARD BY MARRIOTT COURTYARD BY MARRIOT,0
9520698853,7011,HOTEL COURTYARD BY MARRIO,VENEZIA,N,1,7011.0,"HOTEIS, POUSADAS, ETC","HOTEL COURTYARD BY MARRIO HOTEIS, POUSADAS, ETC",0
12005478456001,7011,GRANDE HOTEL DA BARRA,SALVADOR,N,4,7011.0,"HOTEIS, POUSADAS, ETC","GRANDE HOTEL DA BARRA HOTEIS, POUSADAS, ETC",0
8713095644,7011,INDAIA HOTEL,SAO CARLOS,S,1,7011.0,"HOTEIS, POUSADAS, ETC","INDAIA HOTEL HOTEIS, POUSADAS, ETC",0
4563363171,7011,RIVERSIDE PARK HOTEL L,PETROPOLIS,S,59,7011.0,"HOTEIS, POUSADAS, ETC","RIVERSIDE PARK HOTEL L HOTEIS, POUSADAS, ETC",0
583476,3520,MERIDIEN PYRAMIDS HO,GIZA     -12E,N,5,3520.0,HOTEL MERIDIEN,MERIDIEN PYRAMIDS HO HOTEL MERIDIEN,0
9760135830,7011,W DOHA HOTEL RESIDENCES D,DOHA,N,2,7011.0,"HOTEIS, POUSADAS, ETC","W DOHA HOTEL RESIDENCES D HOTEIS, POUSADAS, ETC",0
8730895679,7011,POUSADA PEDRA DA LAGUN,ARMACAO DOS B,N,1,7011.0,"HOTEIS, POUSADAS, ETC","POUSADA PEDRA DA LAGUN HOTEIS, POUSADAS, ETC",0
2100591682,7011,YOTEL SCHIPOL AIRPORT,AMSTERDAM,N,10,7011.0,"HOTEIS, POUSADAS, ETC","YOTEL SCHIPOL AIRPORT HOTEIS, POUSADAS, ETC",0
24018970,7011,OPTION HOTEL,SAO PAULO,N,1,7011.0,"HOTEIS, POUSADAS, ETC","OPTION HOTEL HOTEIS, POUSADAS, ETC",0
11201834,7011,GOWER HOTEL,LONDON W2 2RX,S,2,7011.0,"HOTEIS, POUSADAS, ETC","GOWER HOTEL HOTEIS, POUSADAS, ETC",0
67960660017,7011,HOLIDAY BEACH HOTEL,CURACAO,N,3,7011.0,"HOTEIS, POUSADAS, ETC","HOLIDAY BEACH HOTEL HOTEIS, POUSADAS, ETC",0
670221200673097,3774,NY-NY HOTEL - SHOW TICKET,LAS VEGAS,N,1,3774.0,NEW YORK-NEW YORK HOTEL + CASI,NY-NY HOTEL - SHOW TICKET NEW YORK-NEW YORK HOTEL + CASI,0
29293872,7011,HOTEL CIRILO ARMSTRONG,VALPARAISO,S,4,7011.0,"HOTEIS, POUSADAS, ETC","HOTEL CIRILO ARMSTRONG HOTEIS, POUSADAS, ETC",0
9910125996,7011,HOTEL DO BOSQUE,ANGRA DOS REI,N,9,7011.0,"HOTEIS, POUSADAS, ETC","HOTEL DO BOSQUE HOTEIS, POUSADAS, ETC",0
9498099373,7011,HOTEL ST FERREOL,MARSEILLE,S,1,7011.0,"HOTEIS, POUSADAS, ETC","HOTEL ST FERREOL HOTEIS, POUSADAS, ETC",0
3131341992,7011,FAIRFIELD INN 449,SOUTH BEND,N,1,7011.0,"HOTEIS, POUSADAS, ETC","FAIRFIELD INN 449 HOTEIS, POUSADAS, ETC",0
371285500001001,7011,HOTEL FORTE 613,ROMA,S,1,7011.0,"HOTEIS, POUSADAS, ETC","HOTEL FORTE 613 HOTEIS, POUSADAS, ETC",0
111997192,8999,PAG JJLSERVICOSDEHOTE,RIODEJANEIRO,N,3,8999.0,SERVICOS PROFISSIONAIS NAO RELACIONADOS,PAG JJLSERVICOSDEHOTE SERVICOS PROFISSIONAIS NAO RELACIONADOS,0
8692711146,7011,INDOOR HOTEIS A C LTDA,FORTALEZA,S,1,7011.0,"HOTEIS, POUSADAS, ETC","INDOOR HOTEIS A C LTDA HOTEIS, POUSADAS, ETC",0
100753818,7011,J A G APARTMENTS JMBH,BERLIN,S,1,7011.0,"HOTEIS, POUSADAS, ETC","J A G APARTMENTS JMBH HOTEIS, POUSADAS, ETC",0
1005070455,7011,IPANEMA PLAZA,RIO DE JANEIR,S,345,7011.0,"HOTEIS, POUSADAS, ETC","IPANEMA PLAZA HOTEIS, POUSADAS, ETC",0
8715872495,7011,AQUAMAR PRAIA HOT,RECIFE,S,1,7011.0,"HOTEIS, POUSADAS, ETC","AQUAMAR PRAIA HOT HOTEIS, POUSADAS, ETC",0
26156954,7011,SIMAS PRAIA HOTEL,ARACAJU,S,7,7011.0,"HOTEIS, POUSADAS, ETC","SIMAS PRAIA HOTEL HOTEIS, POUSADAS, ETC",0
76703851,7011,POUSADA CASARAO DA DUCH,CAMPOS DO JOR,S,1,7011.0,"HOTEIS, POUSADAS, ETC","POUSADA CASARAO DA DUCH HOTEIS, POUSADAS, ETC",0
28067771,7011,NOVOTEL SANTIAGO,SANTIAGO,S,11,7011.0,"HOTEIS, POUSADAS, ETC","NOVOTEL SANTIAGO HOTEIS, POUSADAS, ETC",0
4563432858,7011,MIRADOR RIO HOTEL,RIO DE JANEIR,N,1,7011.0,"HOTEIS, POUSADAS, ETC","MIRADOR RIO HOTEL HOTEIS, POUSADAS, ETC",0
8674511852,7011,EMPRESA MINEIRA DE HOTELA,BELO HORIZONT,S,3,7011.0,"HOTEIS, POUSADAS, ETC","EMPRESA MINEIRA DE HOTELA HOTEIS, POUSADAS, ETC",0
15971963,7011,CASA MILAT HOTEL BOUTI,CARTAGENA,S,1,7011.0,"HOTEIS, POUSADAS, ETC","CASA MILAT HOTEL BOUTI HOTEIS, POUSADAS, ETC",0
1091787252,7011,POUSADA SUISSE,CAMPOS DO JOR,S,3,7011.0,"HOTEIS, POUSADAS, ETC","POUSADA SUISSE HOTEIS, POUSADAS, ETC",0
38862285400023,7011,HOTEL L'AVENIR,PARIS,N,1,7011.0,"HOTEIS, POUSADAS, ETC","HOTEL L'AVENIR HOTEIS, POUSADAS, ETC",0
1072565215,7011,F H DA SILVA POUSA,ILHABELA,S,1,7011.0,"HOTEIS, POUSADAS, ETC","F H DA SILVA POUSA HOTEIS, POUSADAS, ETC",0
8535590525,7011,POUSADA CAMINHO DAS PE,ILHABELA,S,1,7011.0,"HOTEIS, POUSADAS, ETC","POUSADA CAMINHO DAS PE HOTEIS, POUSADAS, ETC",0
65861272,7011,HOTEL MORAES,IBAITI,N,2,7011.0,"HOTEIS, POUSADAS, ETC","HOTEL MORAES HOTEIS, POUSADAS, ETC",0
9079363693,7011,PORT GALI HOTELARIA,IPOJUCA,N,2,7011.0,"HOTEIS, POUSADAS, ETC","PORT GALI HOTELARIA HOTEIS, POUSADAS, ETC",0
3049331,7011,CORPO SANTO HOTEL,LISBOA,S,3,7011.0,"HOTEIS, POUSADAS, ETC","CORPO SANTO HOTEL HOTEIS, POUSADAS, ETC",0
1059565584,5814,NODA CORCIO DE HOT D,JUNDIAI,N,3,5814.0,FAST FOOD,NODA CORCIO DE HOT D FAST FOOD,0
8706044583,7011,POUSADA DO PORTO,ALFENAS,S,1,7011.0,"HOTEIS, POUSADAS, ETC","POUSADA DO PORTO HOTEIS, POUSADAS, ETC",0
9534471370,7011,HOTELS BY HR AMSTERDAM BV,BADHOEVEDORP,S,1,7011.0,"HOTEIS, POUSADAS, ETC","HOTELS BY HR AMSTERDAM BV HOTEIS, POUSADAS, ETC",0
1035194454,7011,POUSADA TARTARUGA,MARAGOGI,S,3,7011.0,"HOTEIS, POUSADAS, ETC","POUSADA TARTARUGA HOTEIS, POUSADAS, ETC",0
9910138601,7011,BRUMA PRAIA HOTEL,NATAL,N,2,7011.0,"HOTEIS, POUSADAS, ETC","BRUMA PRAIA HOTEL HOTEIS, POUSADAS, ETC",0
1015768013,7011,FEIRA PALACE,FEIRA DE SANT,S,1,7011.0,"HOTEIS, POUSADAS, ETC","FEIRA PALACE HOTEIS, POUSADAS, ETC",0
391179500140044,7011,HOTEL OCEAN BLUE,HIGUEY,S,1,7011.0,"HOTEIS, POUSADAS, ETC","HOTEL OCEAN BLUE HOTEIS, POUSADAS, ETC",0
8717897961,7011,IBIS IGREJINHA,IGREJINHA,N,1,7011.0,"HOTEIS, POUSADAS, ETC","IBIS IGREJINHA HOTEIS, POUSADAS, ETC",0
9490367992,7011,HOTEL BAYONNE ETCHE-ONA,BORDEAUX,N,1,7011.0,"HOTEIS, POUSADAS, ETC","HOTEL BAYONNE ETCHE-ONA HOTEIS, POUSADAS, ETC",0
9492363023,7011,HOTEL L'ERMITAGE,SAINT TROPEZ,N,1,7011.0,"HOTEIS, POUSADAS, ETC","HOTEL L'ERMITAGE HOTEIS, POUSADAS, ETC",0
200568901,3548,HOTEL MELIA MONTEVIDEO,MONTEVIDEO,N,4,3548.0,HOTEIS MELIA,HOTEL MELIA MONTEVIDEO HOTEIS MELIA,0
18690920,5814,HABIBIS DOM AGUIRRE,SOROCABA,S,9,5814.0,FAST FOOD,HABIBIS DOM AGUIRRE FAST FOOD,0
1040992630,7011,POUSADA JAMBRERO,PORTO SEGURO,N,2,7011.0,"HOTEIS, POUSADAS, ETC","POUSADA JAMBRERO HOTEIS, POUSADAS, ETC",0
9063637136,7011,HOTEL PRODIGY,BARRA DOS COQ,S,4,7011.0,"HOTEIS, POUSADAS, ETC","HOTEL PRODIGY HOTEIS, POUSADAS, ETC",0
1000594944,7011,POUSADA VILLA CAPIVARI,CAMPOS DO JOR,S,7,7011.0,"HOTEIS, POUSADAS, ETC","POUSADA VILLA CAPIVARI HOTEIS, POUSADAS, ETC",0
1020437585,7011,POUSADA MAYA,ALTO PARAISO,S,10,7011.0,"HOTEIS, POUSADAS, ETC","POUSADA MAYA HOTEIS, POUSADAS, ETC",0
1085792886,5441,VALDEMIR DE HOLANDA PO,NOVA IGUACU,S,1,5441.0,DOCERIAS E CONFEITARIAS,VALDEMIR DE HOLANDA PO DOCERIAS E CONFEITARIAS,0
1023091647,3502,IGUACU PLAZA,FOZ DO IGUACU,S,2,3502.0,HOTEL BEST WESTERN,IGUACU PLAZA HOTEL BEST WESTERN,0
421177846886,7011,TAJ BOSTON HOTEL,BOSTON,N,9,7011.0,"HOTEIS, POUSADAS, ETC","TAJ BOSTON HOTEL HOTEIS, POUSADAS, ETC",0
7-8030076700,3508,QUALITY INN,TAMPA,N,3,3508.0,QUALITY INNS,QUALITY INN QUALITY INNS,0
17-8029507707,7033,VENTURA BEACH RV RESORT I,VENTURA,S,2,7033.0,ESTACIONAMENTO DE TRAILERS,VENTURA BEACH RV RESORT I ESTACIONAMENTO DE TRAILERS,0
9084668854,5691,LUANA DE MERITI,SAO JOAO DE M,S,7,5691.0,ROUPAS MASCULINAS E FEMININAS,LUANA DE MERITI ROUPAS MASCULINAS E FEMININAS,0
372532870881,7011,HIGHLAND GARDENS HOTEL,HOLLYWOOD,S,2,7011.0,"HOTEIS, POUSADAS, ETC","HIGHLAND GARDENS HOTEL HOTEIS, POUSADAS, ETC",0
52144229300028,7011,HOTEL IBIS,RD 104,N,1,7011.0,"HOTEIS, POUSADAS, ETC","HOTEL IBIS HOTEIS, POUSADAS, ETC",0
208487621000000,7011,HOTEL SAN TIAGO,LINDOIA,S,1,7011.0,"HOTEIS, POUSADAS, ETC","HOTEL SAN TIAGO HOTEIS, POUSADAS, ETC",0
8717022305,7011,POUSADA CAUCA,ANGRA DOS REI,N,4,7011.0,"HOTEIS, POUSADAS, ETC","POUSADA CAUCA HOTEIS, POUSADAS, ETC",0
24-8027654410,6513,DUKE FURNISHED SUITES,MISSISSAUGA,N,2,6513.0,REAL ESTATE AGENTS,DUKE FURNISHED SUITES REAL ESTATE AGENTS,0
1015397392,7011,CAEVA HOTEIS,RECIFE,N,8,7011.0,"HOTEIS, POUSADAS, ETC","CAEVA HOTEIS HOTEIS, POUSADAS, ETC",0
1013771,7011,HOTEL HOLLIDAY INN,MDEO,N,4,7011.0,"HOTEIS, POUSADAS, ETC","HOTEL HOLLIDAY INN HOTEIS, POUSADAS, ETC",0
1034257134,5812,POUSADA AMORAS,CAMPOS GERAIS,N,1,5812.0,RESTAURANTES,POUSADA AMORAS RESTAURANTES,0
6956546,7011,RESIDENZA CAVOUR DI ORFEI,ROMA,N,1,7011.0,"HOTEIS, POUSADAS, ETC","RESIDENZA CAVOUR DI ORFEI HOTEIS, POUSADAS, ETC",0
33919668500012,7011,GD HOTEL C PAIX,PARIS 09,S,21,7011.0,"HOTEIS, POUSADAS, ETC","GD HOTEL C PAIX HOTEIS, POUSADAS, ETC",0
158178898000000,7011,GREEN GRASS HOSTEL,SAO PAULO,S,1,7011.0,"HOTEIS, POUSADAS, ETC","GREEN GRASS HOSTEL HOTEIS, POUSADAS, ETC",0
9069363539,7011,POUSADA PARATI IR,IRACEMAPOLIS,S,1,7011.0,"HOTEIS, POUSADAS, ETC","POUSADA PARATI IR HOTEIS, POUSADAS, ETC",0
153620242,4722,WWW HOTELSCLICK COM,MESTRE,N,4,4722.0,OPERADORES / AGENCIAS DE VIAGEM,WWW HOTELSCLICK COM OPERADORES / AGENCIAS DE VIAGEM,0
344149844,7011,HOSTAL LES MONGES,ALICANTE,S,1,7011.0,"HOTEIS, POUSADAS, ETC","HOSTAL LES MONGES HOTEIS, POUSADAS, ETC",0
2589761,7011,POUSADA TABAPITANGA,IPOJUCA,N,10,7011.0,"HOTEIS, POUSADAS, ETC","POUSADA TABAPITANGA HOTEIS, POUSADAS, ETC",0
1383579,7011,HOTEL MONT BLANC PREMI,RIBEIRAO PRET,S,31,7011.0,"HOTEIS, POUSADAS, ETC","HOTEL MONT BLANC PREMI HOTEIS, POUSADAS, ETC",0
8535998363,7011,HOTELARIA BRASIL,SAO PAULO,S,82,7011.0,"HOTEIS, POUSADAS, ETC","HOTELARIA BRASIL HOTEIS, POUSADAS, ETC",0
1040784604,7011,GREEN GRASS HOSTEL,SAO PAULO,N,2,7011.0,"HOTEIS, POUSADAS, ETC","GREEN GRASS HOSTEL HOTEIS, POUSADAS, ETC",0
1130106,7011,INTERCITY HOTEIS,TERESOPOLIS,S,585,7011.0,"HOTEIS, POUSADAS, ETC","INTERCITY HOTEIS HOTEIS, POUSADAS, ETC",0
98109870,7011,PAGSEGUROUOL HOTELESTO,BELOHORIZONTE,N,3,7011.0,"HOTEIS, POUSADAS, ETC","PAGSEGUROUOL HOTELESTO HOTEIS, POUSADAS, ETC",0
9070207873,7011,HOTEL FAZENDA SETE LAG,GUARATINGUETA,S,5,7011.0,"HOTEIS, POUSADAS, ETC","HOTEL FAZENDA SETE LAG HOTEIS, POUSADAS, ETC",0
1042498820,5814,POUSADA DO ESCORREGA,ITATIAIA,S,6,5814.0,FAST FOOD,POUSADA DO ESCORREGA FAST FOOD,0
1029188693,7011,HOTEL BEIRA RIO,QUELUZ,S,3,7011.0,"HOTEIS, POUSADAS, ETC","HOTEL BEIRA RIO HOTEIS, POUSADAS, ETC",0
9560331605,7011,HOTEL BARRIO DE SALAMANCA,MADRID,N,1,7011.0,"HOTEIS, POUSADAS, ETC","HOTEL BARRIO DE SALAMANCA HOTEIS, POUSADAS, ETC",0
15601501,7011,BRITANNIA AIRPORT INN,GATWICK,S,1,7011.0,"HOTEIS, POUSADAS, ETC","BRITANNIA AIRPORT INN HOTEIS, POUSADAS, ETC",0
3426980004,7011,AMFORA HOTEL,HVAR,N,1,7011.0,"HOTEIS, POUSADAS, ETC","AMFORA HOTEL HOTEIS, POUSADAS, ETC",0
1311700025,7011,CORAL KEY INN 03180100097,LAUDERDALE BY,N,12,7011.0,"HOTEIS, POUSADAS, ETC","CORAL KEY INN 03180100097 HOTEIS, POUSADAS, ETC",0
14013754,7011,CRISALVIP HOTEL LTDA,STA R SAPUCAI,N,1,7011.0,"HOTEIS, POUSADAS, ETC","CRISALVIP HOTEL LTDA HOTEIS, POUSADAS, ETC",0
9003524972,7011,THE PANTHEON HOTEL,ROMA,N,3,7011.0,"HOTEIS, POUSADAS, ETC","THE PANTHEON HOTEL HOTEIS, POUSADAS, ETC",0
1012725453,7011,POUSADA DO SANDI,PARATI,S,1,7011.0,"HOTEIS, POUSADAS, ETC","POUSADA DO SANDI HOTEIS, POUSADAS, ETC",0
8716623939,7011,POUSADA DOCE CANE,CANELA,S,3,7011.0,"HOTEIS, POUSADAS, ETC","POUSADA DOCE CANE HOTEIS, POUSADAS, ETC",0
5588286,7011,SWAN TOWER RESID HOTEL,NOVO HAMBURGO,N,5,7011.0,"HOTEIS, POUSADAS, ETC","SWAN TOWER RESID HOTEL HOTEIS, POUSADAS, ETC",0
2100942648,7011,ROCHESTOWN LODGE HOTEL,DUN LAOGHAIRE,S,1,7011.0,"HOTEIS, POUSADAS, ETC","ROCHESTOWN LODGE HOTEL HOTEIS, POUSADAS, ETC",0
8200919207,7011,MERIDIAN HOTEL KES,NAIROBI,N,1,7011.0,"HOTEIS, POUSADAS, ETC","MERIDIAN HOTEL KES HOTEIS, POUSADAS, ETC",0
272027,7011,LEGOLAND HOTEL,BILLUND,N,5,7011.0,"HOTEIS, POUSADAS, ETC","LEGOLAND HOTEL HOTEIS, POUSADAS, ETC",0
17-8027161671,7011,HOTEL ANGELENO,LOS ANGELES,N,3,7011.0,"HOTEIS, POUSADAS, ETC","HOTEL ANGELENO HOTEIS, POUSADAS, ETC",0
540436505732487,3583,RADISSON BLU HOTEL EDI,RADISSON BLU,S,1,3583.0,SAS HOTELS,RADISSON BLU HOTEL EDI SAS HOTELS,0
4105433429,7011,ITHACA OF SOUTH BEACH HOT,MIAMI BEACH,S,21,7011.0,"HOTEIS, POUSADAS, ETC","ITHACA OF SOUTH BEACH HOT HOTEIS, POUSADAS, ETC",0
37797706100037,5651,LARS ANNIE,SARTENE,S,1,5651.0,VENDAS DE ROUPAS PARA FAMILIA,LARS ANNIE VENDAS DE ROUPAS PARA FAMILIA,0
9520840976,7011,HOTEL ADRIA,BARI,N,1,7011.0,"HOTEIS, POUSADAS, ETC","HOTEL ADRIA HOTEIS, POUSADAS, ETC",0
8731432357,5812,GTB HOTEL LTDA,ANGRA DOS REI,S,13,5812.0,RESTAURANTES,GTB HOTEL LTDA RESTAURANTES,0
9082307158,7011,PARQUE HOTEL MORRO AZU,ENGENHEIRO PA,N,1,7011.0,"HOTEIS, POUSADAS, ETC","PARQUE HOTEL MORRO AZU HOTEIS, POUSADAS, ETC",0
4564163338,7011,IMPERIAL HOTEL,JUIZ DE FORA,N,2,7011.0,"HOTEIS, POUSADAS, ETC","IMPERIAL HOTEL HOTEIS, POUSADAS, ETC",0
1029007141,7011,MAVIL PLAZA HOTEL LTDA,PARAGOMINAS,S,9,7011.0,"HOTEIS, POUSADAS, ETC","MAVIL PLAZA HOTEL LTDA HOTEIS, POUSADAS, ETC",0
9450103759,7011,IBIS PORTO CENTRO,PORTO,N,5,7011.0,"HOTEIS, POUSADAS, ETC","IBIS PORTO CENTRO HOTEIS, POUSADAS, ETC",0
9906815253,7011,CLUB HOTEL CATEDRAL,C AUT BS AS,N,2,7011.0,"HOTEIS, POUSADAS, ETC","CLUB HOTEL CATEDRAL HOTEIS, POUSADAS, ETC",0
21729549,7011,POUSADA C DO POETAS,AQUIRAZ,N,1,7011.0,"HOTEIS, POUSADAS, ETC","POUSADA C DO POETAS HOTEIS, POUSADAS, ETC",0
1017278072,7011,POUSADA DA PRACA,ITATIAIA,S,3,7011.0,"HOTEIS, POUSADAS, ETC","POUSADA DA PRACA HOTEIS, POUSADAS, ETC",0
31325085,7011,PAG POUSADASOLARIS,SALVADOR,S,3,7011.0,"HOTEIS, POUSADAS, ETC","PAG POUSADASOLARIS HOTEIS, POUSADAS, ETC",0
42149509,7011,HOTEL GAIVOTA,RECIFE,S,3,7011.0,"HOTEIS, POUSADAS, ETC","HOTEL GAIVOTA HOTEIS, POUSADAS, ETC",0
8691495295,7011,HOTEL POLO CUESTA LTDA EP,PARDINHO,S,1,7011.0,"HOTEIS, POUSADAS, ETC","HOTEL POLO CUESTA LTDA EP HOTEIS, POUSADAS, ETC",0
1024166217,7011,PIONEIRO HOTEL,TEIXEIRA DE F,N,2,7011.0,"HOTEIS, POUSADAS, ETC","PIONEIRO HOTEL HOTEIS, POUSADAS, ETC",0
2222465,4722,TEKWENI BACKPACKERS HO,DURBAN,N,1,4722.0,OPERADORES / AGENCIAS DE VIAGEM,TEKWENI BACKPACKERS HO OPERADORES / AGENCIAS DE VIAGEM,0
3384209,5812,FOURSEASONS HOTEL THE W,WESCLIFF,N,1,5812.0,RESTAURANTES,FOURSEASONS HOTEL THE W RESTAURANTES,0
1638879,7523,ESTAPAR HOTEL NOVOTEL,SAO PAULO,N,14,7523.0,ESTACIONAMENTO DE AUTOMOVEIS,ESTAPAR HOTEL NOVOTEL ESTACIONAMENTO DE AUTOMOVEIS,0
47673777,7011,HOTEL NAVAS,GRANADA,S,1,7011.0,"HOTEIS, POUSADAS, ETC","HOTEL NAVAS HOTEIS, POUSADAS, ETC",0
925700000000547,7011,ACE HOTEL CHICAGO,CHICAGO,N,1,7011.0,"HOTEIS, POUSADAS, ETC","ACE HOTEL CHICAGO HOTEIS, POUSADAS, ETC",0
52388013,7011,HOTEL U KRIZE,PRAHA 1,N,1,7011.0,"HOTEIS, POUSADAS, ETC","HOTEL U KRIZE HOTEIS, POUSADAS, ETC",0
1076535906,7011,HOTELARIA BRASIL,NITEROI,N,11,7011.0,"HOTEIS, POUSADAS, ETC","HOTELARIA BRASIL HOTEIS, POUSADAS, ETC",0
940126362000000,7011,ONIX HOTALARIA,SÃƒO PAULO,N,1,7011.0,"HOTEIS, POUSADAS, ETC","ONIX HOTALARIA HOTEIS, POUSADAS, ETC",0
9766897219,7011,FIVE HOTEL DUBAI DUBAI,DUBAI,N,1,7011.0,"HOTEIS, POUSADAS, ETC","FIVE HOTEL DUBAI DUBAI HOTEIS, POUSADAS, ETC",0
13106620,7011,RESIDENCIA DE ESTUDIANTES,MADRID,S,1,7011.0,"HOTEIS, POUSADAS, ETC","RESIDENCIA DE ESTUDIANTES HOTEIS, POUSADAS, ETC",0
9990203861,7011,HOTEL PLAZA EL BOSQUE,SANTIAGO,N,3,7011.0,"HOTEIS, POUSADAS, ETC","HOTEL PLAZA EL BOSQUE HOTEIS, POUSADAS, ETC",0
9960142636,7011,SOFITEL HOTEL,MONTEVIDEO,N,3,7011.0,"HOTEIS, POUSADAS, ETC","SOFITEL HOTEL HOTEIS, POUSADAS, ETC",0
9910102128,7011,HOTEL PLAZA SAO RAFAEL,PORTO ALEGRE,S,3,7011.0,"HOTEIS, POUSADAS, ETC","HOTEL PLAZA SAO RAFAEL HOTEIS, POUSADAS, ETC",0
8671776896,7011,POUSADA FRAGOSO,ITAGUAI,S,1,7011.0,"HOTEIS, POUSADAS, ETC","POUSADA FRAGOSO HOTEIS, POUSADAS, ETC",0
45233993,7011,SAVANA HOTEL,UBERLANDIA,S,12,7011.0,"HOTEIS, POUSADAS, ETC","SAVANA HOTEL HOTEIS, POUSADAS, ETC",0
5270953532,7011,COSMOPOLITAN HTL/CASINO,LAS VEGAS,N,3,7011.0,"HOTEIS, POUSADAS, ETC","COSMOPOLITAN HTL/CASINO HOTEIS, POUSADAS, ETC",0
9520862509,7011,HOTEL MONTESTELLA,SALERNO,N,1,7011.0,"HOTEIS, POUSADAS, ETC","HOTEL MONTESTELLA HOTEIS, POUSADAS, ETC",0
9550100648,7011,HOTEL MUNDIAL,LISBOA,S,17,7011.0,"HOTEIS, POUSADAS, ETC","HOTEL MUNDIAL HOTEIS, POUSADAS, ETC",0
1057830078,7011,POUSADA MICA,CARRANCAS,S,2,7011.0,"HOTEIS, POUSADAS, ETC","POUSADA MICA HOTEIS, POUSADAS, ETC",0
640651,7011,POUSADA FAZENDINHA,BRUMADINHO,N,8,7011.0,"HOTEIS, POUSADAS, ETC","POUSADA FAZENDINHA HOTEIS, POUSADAS, ETC",0
421174150886,7011,HILTON CABANA HOTEL,MIAMI BEACH,S,5,7011.0,"HOTEIS, POUSADAS, ETC","HILTON CABANA HOTEL HOTEIS, POUSADAS, ETC",0
593337501529716,3703,RESIDENCE INN BY MARRI,FERNANDINA BE,N,1,3703.0,RESIDENCE INN,RESIDENCE INN BY MARRI RESIDENCE INN,0
476365,7011,HOTEL DE FILOSOOF,AMSTERDAM,N,2,7011.0,"HOTEIS, POUSADAS, ETC","HOTEL DE FILOSOOF HOTEIS, POUSADAS, ETC",0
601132004228188,7011,SAN JOSE AIRPORT INN,SAN JOSE,N,1,7011.0,"HOTEIS, POUSADAS, ETC","SAN JOSE AIRPORT INN HOTEIS, POUSADAS, ETC",0
18976241,7011,EUROPLAZA HOTEL Y SUI6241,CAP FEDERAL,S,5,7011.0,"HOTEIS, POUSADAS, ETC","EUROPLAZA HOTEL Y SUI6241 HOTEIS, POUSADAS, ETC",0
463020900001,7011,HOTEL LOGGIA FIORENTI,FIRENZE,N,1,7011.0,"HOTEIS, POUSADAS, ETC","HOTEL LOGGIA FIORENTI HOTEIS, POUSADAS, ETC",0
9797533379,5813,PROVINCIAL HOTEL,FITZROY,S,2,5813.0,"BARES, LANCHONETES, BOATES, CLUBES NOTURNOS","PROVINCIAL HOTEL BARES, LANCHONETES, BOATES, CLUBES NOTURNOS",0
10470240,7011,APART SAN DIEGO,CAPITAL FEDER,N,1,7011.0,"HOTEIS, POUSADAS, ETC","APART SAN DIEGO HOTEIS, POUSADAS, ETC",0
3879160,7011,EQUS POSADA DE CAMPO 9160,BARILOCHE,S,1,7011.0,"HOTEIS, POUSADAS, ETC","EQUS POSADA DE CAMPO 9160 HOTEIS, POUSADAS, ETC",0
1104394216,5999,SENSORIA,RIO DE JANEIR,N,7,5999.0,FOGOS DE ARTIFICIO / DISTRIBUIDOR,SENSORIA FOGOS DE ARTIFICIO / DISTRIBUIDOR,0
1026774532,7011,IBIS NAVEGANTES,ITAJAI,N,7,7011.0,"HOTEIS, POUSADAS, ETC","IBIS NAVEGANTES HOTEIS, POUSADAS, ETC",0
1025893198,7523,HOTEL PC DA MATRIZ,ITAPIRA,S,5,7523.0,ESTACIONAMENTO DE AUTOMOVEIS,HOTEL PC DA MATRIZ ESTACIONAMENTO DE AUTOMOVEIS,0
