COD_ESTABELECIMENTO,COD_MCC,NOME_ESTABELECIMENTO,CIDADE_ESTABELECIMENTO,TRANSACAO_COM_CHIP,FREQ_TRANSACAO,MCC_CODE,MCC_DESCRIPTION,NOME_MCC,COD_CATEGORIA,CATEGORIA
1061835950,7911,ACADEMIA VASCO NETO,BRASILIA,N,2,7911.0,DANCA (ACADEMIAS),ACADEMIA VASCO NETO DANCA (ACADEMIAS),9,Academia
8490504909,7997,POS ACADEMIA MERCURIO,RIO DE JANEIR,S,2,7997.0,CLUBES / ATLETISMO - SOCIOS,POS ACADEMIA MERCURIO CLUBES / ATLETISMO - SOCIOS,9,Academia
1648252,7941,ACADEMIA ARTE MAIS,RIO DE JANEIR,N,2,7941.0,CAMPO DE ESPORTES / CLUBE,ACADEMIA ARTE MAIS CAMPO DE ESPORTES / CLUBE,9,Academia
8718338973,7997,BLUEFIT ACADEMIAS,CURITIBA,N,21,7997.0,CLUBES / ATLETISMO - SOCIOS,BLUEFIT ACADEMIAS CLUBES / ATLETISMO - SOCIOS,9,Academia
1046318656,7911,R2B ESPACO SAUDE LTDA,BELO HORIZONT,N,68,7911.0,DANCA (ACADEMIAS),R2B ESPACO SAUDE LTDA DANCA (ACADEMIAS),9,Academia
19455708,5941,ACADEMIA CORPUS,BATATAIS,N,1,5941.0,"LOJAS DE ARTIGOS ESPORTIVOS, NAUTICOS","ACADEMIA CORPUS LOJAS DE ARTIGOS ESPORTIVOS, NAUTICOS",9,Academia
26741421,7997,IPE CROSSFIT,BRASILIA,S,1,7997.0,CLUBES / ATLETISMO - SOCIOS,IPE CROSSFIT CLUBES / ATLETISMO - SOCIOS,9,Academia
8722523578,8299,BIORITMO CENTRO,SAO PAULO,S,1,8299.0,ESCOLAS E CURSOS EM GERAL,BIORITMO CENTRO ESCOLAS E CURSOS EM GERAL,9,Academia
1028421920,7911,ALTAS ENERGIAS ACADEMI,RIO DE JANEIR,S,1,7911.0,DANCA (ACADEMIAS),ALTAS ENERGIAS ACADEMI DANCA (ACADEMIAS),9,Academia
8490353380,8299,CROSSFIT VINGADORES,RIO DE JANEIR,S,3,8299.0,ESCOLAS E CURSOS EM GERAL,CROSSFIT VINGADORES ESCOLAS E CURSOS EM GERAL,9,Academia
4370909,5812,LOVE4FIT,CAMPO GRANDE,N,2,5812.0,RESTAURANTES,LOVE4FIT RESTAURANTES,9,Academia
1436468,7941,ACADEMIA BODY CLASS,NITEROI,N,57,7941.0,CAMPO DE ESPORTES / CLUBE,ACADEMIA BODY CLASS CAMPO DE ESPORTES / CLUBE,9,Academia
1690623,7941,EXATA FITNESS,RIO DE JANEIR,N,2,7941.0,CAMPO DE ESPORTES / CLUBE,EXATA FITNESS CAMPO DE ESPORTES / CLUBE,9,Academia
8674417639,7997,NEW CORPORE 3000 ACADEMIA,RIO DE JANEIR,S,12,7997.0,CLUBES / ATLETISMO - SOCIOS,NEW CORPORE 3000 ACADEMIA CLUBES / ATLETISMO - SOCIOS,9,Academia
8534210463,8299,HASHTAG FITNESS,RIO DE JANEIR,N,2,8299.0,ESCOLAS E CURSOS EM GERAL,HASHTAG FITNESS ESCOLAS E CURSOS EM GERAL,9,Academia
1042543973,7911,ACAO ACADEMIA,MOGI DAS CRUZ,S,1,7911.0,DANCA (ACADEMIAS),ACAO ACADEMIA DANCA (ACADEMIAS),9,Academia
12005594954001,7997,T P SANTOS FITNESS - ME,RIO DE JANEIR,N,15,7997.0,CLUBES / ATLETISMO - SOCIOS,T P SANTOS FITNESS - ME CLUBES / ATLETISMO - SOCIOS,9,Academia
36570818,7941,SMARTFIT,BRASILIA,S,4,7941.0,CAMPO DE ESPORTES / CLUBE,SMARTFIT CAMPO DE ESPORTES / CLUBE,9,Academia
4408347,7997,KLAUS CROSSFIT,RIO DE JANEIR,N,1,7997.0,CLUBES / ATLETISMO - SOCIOS,KLAUS CROSSFIT CLUBES / ATLETISMO - SOCIOS,9,Academia
8536584980,5691,IRONFITNESS,RIO DE JANEIR,S,1,5691.0,ROUPAS MASCULINAS E FEMININAS,IRONFITNESS ROUPAS MASCULINAS E FEMININAS,9,Academia
34935991,8299,ACADEMIA GHIMTER,SOROCABA,N,1,8299.0,ESCOLAS E CURSOS EM GERAL,ACADEMIA GHIMTER ESCOLAS E CURSOS EM GERAL,9,Academia
66575737,8299,ACADEMIA REAL STAFF,RIO DE JANEIR,S,25,8299.0,ESCOLAS E CURSOS EM GERAL,ACADEMIA REAL STAFF ESCOLAS E CURSOS EM GERAL,9,Academia
8719924441,7997,BODYTECH,RIO DE JANEIR,S,106,7997.0,CLUBES / ATLETISMO - SOCIOS,BODYTECH CLUBES / ATLETISMO - SOCIOS,9,Academia
24368466,7997,IFIT CLUB,ITUMBIARA,S,1,7997.0,CLUBES / ATLETISMO - SOCIOS,IFIT CLUB CLUBES / ATLETISMO - SOCIOS,9,Academia
113004000204016,7997,24 HOUR FITNESS,SAN FRANCISCO,N,2,7997.0,CLUBES / ATLETISMO - SOCIOS,24 HOUR FITNESS CLUBES / ATLETISMO - SOCIOS,9,Academia
8694490889,7997,FORMULA ACADEMIA,RIO DE JANEIR,S,1,7997.0,CLUBES / ATLETISMO - SOCIOS,FORMULA ACADEMIA CLUBES / ATLETISMO - SOCIOS,9,Academia
66082005,7997,VALENTE CROSSFIT,RIO DE JANEIR,N,2,7997.0,CLUBES / ATLETISMO - SOCIOS,VALENTE CROSSFIT CLUBES / ATLETISMO - SOCIOS,9,Academia
1077897500,7997,FLY BODY ACADEMIA DE G,RIO DE JANEIR,S,4,7997.0,CLUBES / ATLETISMO - SOCIOS,FLY BODY ACADEMIA DE G CLUBES / ATLETISMO - SOCIOS,9,Academia
24873523,7997,ACADEMIA STUDIO OLYMPI,PATOS DE MINA,N,1,7997.0,CLUBES / ATLETISMO - SOCIOS,ACADEMIA STUDIO OLYMPI CLUBES / ATLETISMO - SOCIOS,9,Academia
103860879,5199,PAG LITHOLIFE,JOINVILLE,N,2,5199.0,MATERIAL DE CONSUMO - NAO CLASSIFICADOS ANTERIORMENTE,PAG LITHOLIFE MATERIAL DE CONSUMO - NAO CLASSIFICADOS ANTERIORMENTE,9,Academia
8716922596,7997,FITCLUB ACAD DE G,JUIZ DE FORA,S,1,7997.0,CLUBES / ATLETISMO - SOCIOS,FITCLUB ACAD DE G CLUBES / ATLETISMO - SOCIOS,9,Academia
9060215514,7999,SMARTFIT,BRASILIA,N,19,7999.0,DIVERSAO E RECREACAO / ZOOLOGICO,SMARTFIT DIVERSAO E RECREACAO / ZOOLOGICO,9,Academia
73520810,5941,MAX ACADEMIA LTDA EPP,BELO HORIZONT,S,1,5941.0,"LOJAS DE ARTIGOS ESPORTIVOS, NAUTICOS","MAX ACADEMIA LTDA EPP LOJAS DE ARTIGOS ESPORTIVOS, NAUTICOS",9,Academia
1083044041,7997,LUCIANA O EMILIO ACADE,TERESOPOLIS,S,1,7997.0,CLUBES / ATLETISMO - SOCIOS,LUCIANA O EMILIO ACADE CLUBES / ATLETISMO - SOCIOS,9,Academia
8731220943,7997,ACADEMIA F1 PRIME,FORTALEZA,S,1,7997.0,CLUBES / ATLETISMO - SOCIOS,ACADEMIA F1 PRIME CLUBES / ATLETISMO - SOCIOS,9,Academia
143826111000000,7997,ACADEMIA SPLASH,BLUMENAU,S,2,7997.0,CLUBES / ATLETISMO - SOCIOS,ACADEMIA SPLASH CLUBES / ATLETISMO - SOCIOS,9,Academia
35344130,7941,ACADEMIA CENTER FIT,MURIAE,N,1,7941.0,CAMPO DE ESPORTES / CLUBE,ACADEMIA CENTER FIT CAMPO DE ESPORTES / CLUBE,9,Academia
97476402,7997,PAG MK52ACADEMIA,RIODEJANEIRO,S,35,7997.0,CLUBES / ATLETISMO - SOCIOS,PAG MK52ACADEMIA CLUBES / ATLETISMO - SOCIOS,9,Academia
1237701,7941,ACADEMIA CORPO E MOVIM,RIO DE JANEIR,S,39,7941.0,CAMPO DE ESPORTES / CLUBE,ACADEMIA CORPO E MOVIM CAMPO DE ESPORTES / CLUBE,9,Academia
13646,5691,ZENFIT,RIO DE JANEIR,S,90,5691.0,ROUPAS MASCULINAS E FEMININAS,ZENFIT ROUPAS MASCULINAS E FEMININAS,9,Academia
4082786,7997,JUMP JUMP FITNESS EIR,SAO PAULO,S,1,7997.0,CLUBES / ATLETISMO - SOCIOS,JUMP JUMP FITNESS EIR CLUBES / ATLETISMO - SOCIOS,9,Academia
12005551099001,7997,LIFE FIT ACADEMIA - PATY,PATY DO ALFER,N,6,7997.0,CLUBES / ATLETISMO - SOCIOS,LIFE FIT ACADEMIA - PATY CLUBES / ATLETISMO - SOCIOS,9,Academia
9075920645,8299,PSG ACADEMYZONA SUL,RIO DE JANEIR,S,6,8299.0,ESCOLAS E CURSOS EM GERAL,PSG ACADEMYZONA SUL ESCOLAS E CURSOS EM GERAL,9,Academia
1050164820,7911,SUBLIME,SANTA CRUZ DO,S,2,7911.0,DANCA (ACADEMIAS),SUBLIME DANCA (ACADEMIAS),9,Academia
50119303,7997,SMART FIT FLORIANOPOLI,FLORIANOPOLIS,S,4,7997.0,CLUBES / ATLETISMO - SOCIOS,SMART FIT FLORIANOPOLI CLUBES / ATLETISMO - SOCIOS,9,Academia
8685183691,7997,ACADEMIA JOCK FREE CENTRO,RIO DE JANEIR,S,9,7997.0,CLUBES / ATLETISMO - SOCIOS,ACADEMIA JOCK FREE CENTRO CLUBES / ATLETISMO - SOCIOS,9,Academia
3220036354,7997,LTFITNESS PRODUCT/SV,CHANHASSEN,N,2,7997.0,CLUBES / ATLETISMO - SOCIOS,LTFITNESS PRODUCT/SV CLUBES / ATLETISMO - SOCIOS,9,Academia
4394142,7997,ATHENAS ACADEMIA,CARAGUATATUBA,S,3,7997.0,CLUBES / ATLETISMO - SOCIOS,ATHENAS ACADEMIA CLUBES / ATLETISMO - SOCIOS,9,Academia
24870255,7997,ENVOLVE FITNESS,IPATINGA,S,1,7997.0,CLUBES / ATLETISMO - SOCIOS,ENVOLVE FITNESS CLUBES / ATLETISMO - SOCIOS,9,Academia
175905667000000,7997,LEGIAO CROSSFIT VD,NITEROI,N,3,7997.0,CLUBES / ATLETISMO - SOCIOS,LEGIAO CROSSFIT VD CLUBES / ATLETISMO - SOCIOS,9,Academia
6659675,7941,BIO RITMO MORUMBI,SAO PAULO,S,1,7941.0,CAMPO DE ESPORTES / CLUBE,BIO RITMO MORUMBI CAMPO DE ESPORTES / CLUBE,9,Academia
67212782,5941,PAGSEGUROUOL TOPFITNES,JUIZ DE FORA,N,1,5941.0,"LOJAS DE ARTIGOS ESPORTIVOS, NAUTICOS","PAGSEGUROUOL TOPFITNES LOJAS DE ARTIGOS ESPORTIVOS, NAUTICOS",9,Academia
174023242996,7997,LA FITNESS,9492558100,N,4,7997.0,CLUBES / ATLETISMO - SOCIOS,LA FITNESS CLUBES / ATLETISMO - SOCIOS,9,Academia
69803005,7997,MARRETAO FITNESS,RIO DE JANEIR,N,2,7997.0,CLUBES / ATLETISMO - SOCIOS,MARRETAO FITNESS CLUBES / ATLETISMO - SOCIOS,9,Academia
63040000,7997,CROSSFIT COPENHAGEN,1670998116,N,6,7997.0,CLUBES / ATLETISMO - SOCIOS,CROSSFIT COPENHAGEN CLUBES / ATLETISMO - SOCIOS,9,Academia
108778289,8099,PAG SIGMAFIT,RIODEJANEIRO,N,2,8099.0,PRONTOS SOCORROS,PAG SIGMAFIT PRONTOS SOCORROS,9,Academia
1019864947,7911,ACADEMIA AQUATIV,MACEIO,S,4,7911.0,DANCA (ACADEMIAS),ACADEMIA AQUATIV DANCA (ACADEMIAS),9,Academia
68944896,7997,ACADEMIA RASARIME,RIO DE JANEIR,N,50,7997.0,CLUBES / ATLETISMO - SOCIOS,ACADEMIA RASARIME CLUBES / ATLETISMO - SOCIOS,9,Academia
328030076991,5941,ACADEMY SPORTS# 154,ANDERSON,S,3,5941.0,"LOJAS DE ARTIGOS ESPORTIVOS, NAUTICOS","ACADEMY SPORTS# 154 LOJAS DE ARTIGOS ESPORTIVOS, NAUTICOS",9,Academia
8710179466,7997,MAGIX FITNESS,RIO DE JANEIR,S,3,7997.0,CLUBES / ATLETISMO - SOCIOS,MAGIX FITNESS CLUBES / ATLETISMO - SOCIOS,9,Academia
1047610795,5964,ACADEMY FOUND NICHOLL ACA,BEVERLY HILLS,N,1,5964.0,VENDAS POR CATALOGOS,ACADEMY FOUND NICHOLL ACA VENDAS POR CATALOGOS,9,Academia
190642121000000,7997,ATLETIC FACE,PRESIDENTE PR,S,1,7997.0,CLUBES / ATLETISMO - SOCIOS,ATLETIC FACE CLUBES / ATLETISMO - SOCIOS,9,Academia
68131640,7997,REDE FACIL DE ACADEMIAS,SAO GONCALO,N,3,7997.0,CLUBES / ATLETISMO - SOCIOS,REDE FACIL DE ACADEMIAS CLUBES / ATLETISMO - SOCIOS,9,Academia
1079423351,7997,CROSSFIT ILHA,RIO DE JANEIR,S,4,7997.0,CLUBES / ATLETISMO - SOCIOS,CROSSFIT ILHA CLUBES / ATLETISMO - SOCIOS,9,Academia
4344188,7997,STEP BY STEP ACADEMIA,SAO PAULO,N,1,7997.0,CLUBES / ATLETISMO - SOCIOS,STEP BY STEP ACADEMIA CLUBES / ATLETISMO - SOCIOS,9,Academia
1023480783,7997,ACADEMIA DE GINASTICA,RIO DE JANEIR,S,5,7997.0,CLUBES / ATLETISMO - SOCIOS,ACADEMIA DE GINASTICA CLUBES / ATLETISMO - SOCIOS,9,Academia
9912263282,5941,RJ FITNESS,RIO DE JANEIR,S,11,5941.0,"LOJAS DE ARTIGOS ESPORTIVOS, NAUTICOS","RJ FITNESS LOJAS DE ARTIGOS ESPORTIVOS, NAUTICOS",9,Academia
1150409381,7941,KANSAS SPEEDWAY (E) 46363,KANSAS CITY,N,1,7941.0,CAMPO DE ESPORTES / CLUBE,KANSAS SPEEDWAY (E) 46363 CAMPO DE ESPORTES / CLUBE,9,Academia
323257402,5977,FITNESSMANIA LAS PALMA,LAS PALMAS DE,S,1,5977.0,PERFUMARIAS E TOUCADORES,FITNESSMANIA LAS PALMA PERFUMARIAS E TOUCADORES,9,Academia
1091601493,7997,HR FITNESS SCA,SAO GONCALO,N,14,7997.0,CLUBES / ATLETISMO - SOCIOS,HR FITNESS SCA CLUBES / ATLETISMO - SOCIOS,9,Academia
4339585,5941,ARMY FITNESS,BAURU,N,1,5941.0,"LOJAS DE ARTIGOS ESPORTIVOS, NAUTICOS","ARMY FITNESS LOJAS DE ARTIGOS ESPORTIVOS, NAUTICOS",9,Academia
157511866000000,8299,TENISPRO ACADEMIA,CAMPINAS,S,1,8299.0,ESCOLAS E CURSOS EM GERAL,TENISPRO ACADEMIA ESCOLAS E CURSOS EM GERAL,9,Academia
8670341445,7997,MERCIA C M C ACADEMIA ME,RIO DE JANEIR,S,11,7997.0,CLUBES / ATLETISMO - SOCIOS,MERCIA C M C ACADEMIA ME CLUBES / ATLETISMO - SOCIOS,9,Academia
1085017270,7997,V 3 ACADEMIA EIRELI ME,SEROPEDICA,S,1,7997.0,CLUBES / ATLETISMO - SOCIOS,V 3 ACADEMIA EIRELI ME CLUBES / ATLETISMO - SOCIOS,9,Academia
1049735690,7911,SMARTFIT,GUARA,N,1,7911.0,DANCA (ACADEMIAS),SMARTFIT DANCA (ACADEMIAS),9,Academia
1734302,7997,WELLNESS ACADEMIA,RIO DE JANEIR,N,19,7997.0,CLUBES / ATLETISMO - SOCIOS,WELLNESS ACADEMIA CLUBES / ATLETISMO - SOCIOS,9,Academia
1049759386,8299,BIO RITMO ACADEMIA,SANTO ANDRE,N,1,8299.0,ESCOLAS E CURSOS EM GERAL,BIO RITMO ACADEMIA ESCOLAS E CURSOS EM GERAL,9,Academia
NUMRE9FY8FP813C,5812,FIQFIT,SAO PAULO,N,1,5812.0,RESTAURANTES,FIQFIT RESTAURANTES,9,Academia
209099209000000,7997,STAMINA FITNESS,SAO PAULO,S,2,7997.0,CLUBES / ATLETISMO - SOCIOS,STAMINA FITNESS CLUBES / ATLETISMO - SOCIOS,9,Academia
8492972310,7997,ACADEMIA SERGIO,RIO DE JANEIR,S,1,7997.0,CLUBES / ATLETISMO - SOCIOS,ACADEMIA SERGIO CLUBES / ATLETISMO - SOCIOS,9,Academia
8673471702,7997,JJ FITNESS ACADEMIA LTDA,RIO DE JANEIR,S,4,7997.0,CLUBES / ATLETISMO - SOCIOS,JJ FITNESS ACADEMIA LTDA CLUBES / ATLETISMO - SOCIOS,9,Academia
155737710000000,7997,VILLA ACADEMIA,JACAREI,S,4,7997.0,CLUBES / ATLETISMO - SOCIOS,VILLA ACADEMIA CLUBES / ATLETISMO - SOCIOS,9,Academia
75361060,7997,SMART FIT,JUIZ DE FORA,S,2,7997.0,CLUBES / ATLETISMO - SOCIOS,SMART FIT CLUBES / ATLETISMO - SOCIOS,9,Academia
24713851,7997,PERFECT GYM,BRASILIA,S,1,7997.0,CLUBES / ATLETISMO - SOCIOS,PERFECT GYM CLUBES / ATLETISMO - SOCIOS,9,Academia
776151635000000,7997,CROWN CROSSFIT IPA,RIO DE JANEIR,S,9,7997.0,CLUBES / ATLETISMO - SOCIOS,CROWN CROSSFIT IPA CLUBES / ATLETISMO - SOCIOS,9,Academia
84502856,5912,WWW BODYANDFIT DE,HEEREVEEN,N,2,5912.0,DROGARIAS E FARMACIAS,WWW BODYANDFIT DE DROGARIAS E FARMACIAS,9,Academia
8539071969,7911,ESPACO DE DANCA FITNES,RIO DE JANEIR,S,2,7911.0,DANCA (ACADEMIAS),ESPACO DE DANCA FITNES DANCA (ACADEMIAS),9,Academia
8543524953,7911,ACADEMIA PEOPLE FITNES,SAO GONCALO,S,1,7911.0,DANCA (ACADEMIAS),ACADEMIA PEOPLE FITNES DANCA (ACADEMIAS),9,Academia
154143360000000,7393,STROM ACADEMIA,RIO DE JANEIR,N,1,7393.0,CARROS BLINDADOS / AG DE DETETIVES / SERV DE PROTECAO,STROM ACADEMIA CARROS BLINDADOS / AG DE DETETIVES / SERV DE PROTECAO,9,Academia
328020018995,5941,ACADEMY SPORTS #18,HOUSTON,S,1,5941.0,"LOJAS DE ARTIGOS ESPORTIVOS, NAUTICOS","ACADEMY SPORTS #18 LOJAS DE ARTIGOS ESPORTIVOS, NAUTICOS",9,Academia
13533142,5812,ACADEMIA DA CACHACA,RIO DE JANEIR,S,831,5812.0,RESTAURANTES,ACADEMIA DA CACHACA RESTAURANTES,9,Academia
759886,7941,ACADEMIA NADARTE,BRASILIA,S,2,7941.0,CAMPO DE ESPORTES / CLUBE,ACADEMIA NADARTE CAMPO DE ESPORTES / CLUBE,9,Academia
106982668000000,7997,VALENTE CROSSFIT,RIO DE JANEIR,S,28,7997.0,CLUBES / ATLETISMO - SOCIOS,VALENTE CROSSFIT CLUBES / ATLETISMO - SOCIOS,9,Academia
8490012218,7997,CROSSFIT SANJA,SAO JOSE DOS,S,1,7997.0,CLUBES / ATLETISMO - SOCIOS,CROSSFIT SANJA CLUBES / ATLETISMO - SOCIOS,9,Academia
18050620,5814,BAR ACADEMIA,RIO DE JANEIR,S,745,5814.0,FAST FOOD,BAR ACADEMIA FAST FOOD,9,Academia
1081179,5941,MS FITNESS,PETROPOLIS,N,24,5941.0,"LOJAS DE ARTIGOS ESPORTIVOS, NAUTICOS","MS FITNESS LOJAS DE ARTIGOS ESPORTIVOS, NAUTICOS",9,Academia
108637256,6300,PAG ACADDIAMANTE,RIODEJANEIRO,N,1,6300.0,SEGURADORAS / SEGUROS,PAG ACADDIAMANTE SEGURADORAS / SEGUROS,9,Academia
169028171000000,7997,NATATORIUM ACADEMIA,FLORIANÃ“POLIS,N,1,7997.0,CLUBES / ATLETISMO - SOCIOS,NATATORIUM ACADEMIA CLUBES / ATLETISMO - SOCIOS,9,Academia
73821144,8299,PSG ACADEMY ZONA SUL,RIO DE JANEIR,S,44,8299.0,ESCOLAS E CURSOS EM GERAL,PSG ACADEMY ZONA SUL ESCOLAS E CURSOS EM GERAL,9,Academia
1074204139,7997,ACADEMIA VAL FITNESS,RIO DE JANEIR,S,35,7997.0,CLUBES / ATLETISMO - SOCIOS,ACADEMIA VAL FITNESS CLUBES / ATLETISMO - SOCIOS,9,Academia
1052411484,7997,FELIPE PERSONAL,NITEROI,N,3,7997.0,CLUBES / ATLETISMO - SOCIOS,FELIPE PERSONAL CLUBES / ATLETISMO - SOCIOS,9,Academia
64891011,7997,TIGER FITNESS,POUSO ALEGRE,S,1,7997.0,CLUBES / ATLETISMO - SOCIOS,TIGER FITNESS CLUBES / ATLETISMO - SOCIOS,9,Academia
852546241000000,7997,BODY HEALTH WELLNESS,VARGINHA,S,2,7997.0,CLUBES / ATLETISMO - SOCIOS,BODY HEALTH WELLNESS CLUBES / ATLETISMO - SOCIOS,9,Academia
24064903,8299,PAG ACADEMIAMARILIAGA,RIODEJANEIRO,S,1,8299.0,ESCOLAS E CURSOS EM GERAL,PAG ACADEMIAMARILIAGA ESCOLAS E CURSOS EM GERAL,9,Academia
8622438562,7941,NASSER E NASSER,RIO DE JANEIR,S,4,7941.0,CAMPO DE ESPORTES / CLUBE,NASSER E NASSER CAMPO DE ESPORTES / CLUBE,9,Academia
1085081092,7997,CROSS FIT ITAIM 2,SAO PAULO,S,1,7997.0,CLUBES / ATLETISMO - SOCIOS,CROSS FIT ITAIM 2 CLUBES / ATLETISMO - SOCIOS,9,Academia
48131997,7941,ACADEMIA CRYPAUL,RIO DE JANEIR,S,9,7941.0,CAMPO DE ESPORTES / CLUBE,ACADEMIA CRYPAUL CAMPO DE ESPORTES / CLUBE,9,Academia
8719802464,7997,BODYTECH,SAO PAULO,N,7,7997.0,CLUBES / ATLETISMO - SOCIOS,BODYTECH CLUBES / ATLETISMO - SOCIOS,9,Academia
1266306,7399,FITNESS FISIO,RIO DE JANEIR,N,3,7399.0,ASSISTENCIA TECNICA - OUTROS,FITNESS FISIO ASSISTENCIA TECNICA - OUTROS,9,Academia
8491841300,7997,ACADEMIA KOI,PORTO ALEGRE,S,1,7997.0,CLUBES / ATLETISMO - SOCIOS,ACADEMIA KOI CLUBES / ATLETISMO - SOCIOS,9,Academia
1052411484,7997,FELIPE PERSONAL,NITEROI,S,2,7997.0,CLUBES / ATLETISMO - SOCIOS,FELIPE PERSONAL CLUBES / ATLETISMO - SOCIOS,9,Academia
9385690,7941,WORK FITNESS,SAO GONCALO,S,3,7941.0,CAMPO DE ESPORTES / CLUBE,WORK FITNESS CAMPO DE ESPORTES / CLUBE,9,Academia
8708677513,5812,GULA FIT,DUQUE DE CAXI,S,1,5812.0,RESTAURANTES,GULA FIT RESTAURANTES,9,Academia
1020622552,7911,ACADEMIA FASE 1,RIO DE JANEIR,N,11,7911.0,DANCA (ACADEMIAS),ACADEMIA FASE 1 DANCA (ACADEMIAS),9,Academia
9082106923,7941,MARILIA FRANCA ACADEMI,MARICA,S,3,7941.0,CAMPO DE ESPORTES / CLUBE,MARILIA FRANCA ACADEMI CAMPO DE ESPORTES / CLUBE,9,Academia
74115928,7997,BODY COACH ACADEMIA,RIO DE JANEIR,S,2,7997.0,CLUBES / ATLETISMO - SOCIOS,BODY COACH ACADEMIA CLUBES / ATLETISMO - SOCIOS,9,Academia
14361841,7941,ACADEMIA F SCHERER,FLORIANOPOLIS,S,6,7941.0,CAMPO DE ESPORTES / CLUBE,ACADEMIA F SCHERER CAMPO DE ESPORTES / CLUBE,9,Academia
7692343,7997,GOLD'S GYM LVE,LAS VEGAS,S,1,7997.0,CLUBES / ATLETISMO - SOCIOS,GOLD'S GYM LVE CLUBES / ATLETISMO - SOCIOS,9,Academia
10830332,5814,CAFE DA ACADEMIA,RIO DE JANEIR,S,24,5814.0,FAST FOOD,CAFE DA ACADEMIA FAST FOOD,9,Academia
24804601,7997,ACADEMIA HORIZON,SANTO ANDRE,S,2,7997.0,CLUBES / ATLETISMO - SOCIOS,ACADEMIA HORIZON CLUBES / ATLETISMO - SOCIOS,9,Academia
1045452766,7911,LIFE FIT ACADEMIA,NILOPOLIS,N,7,7911.0,DANCA (ACADEMIAS),LIFE FIT ACADEMIA DANCA (ACADEMIAS),9,Academia
1023020421,7997,A BODYTECH,SAO PAULO,N,18,7997.0,CLUBES / ATLETISMO - SOCIOS,A BODYTECH CLUBES / ATLETISMO - SOCIOS,9,Academia
1046369048,7911,ACAD REVANCHE FITNESS,SAO PAULO,S,6,7911.0,DANCA (ACADEMIAS),ACAD REVANCHE FITNESS DANCA (ACADEMIAS),9,Academia
5523937,7941,PONTO SAUDE ACADEMIA,RIO DE JANEIR,N,99,7941.0,CAMPO DE ESPORTES / CLUBE,PONTO SAUDE ACADEMIA CAMPO DE ESPORTES / CLUBE,9,Academia
8731448312,7997,CROSSFIT MUTUCA ACADEM,RIO DE JANEIR,S,4,7997.0,CLUBES / ATLETISMO - SOCIOS,CROSSFIT MUTUCA ACADEM CLUBES / ATLETISMO - SOCIOS,9,Academia
26617969,7997,CROSSFIT JOINVILLE,JOINVILLE,N,1,7997.0,CLUBES / ATLETISMO - SOCIOS,CROSSFIT JOINVILLE CLUBES / ATLETISMO - SOCIOS,9,Academia
5021328075,7299,CROSSFIT 0125,WASHINGTON,N,99,7299.0,AGENTES IMOBILIARIOS / CORRETORES,CROSSFIT 0125 AGENTES IMOBILIARIOS / CORRETORES,9,Academia
8692696859,5499,DNA FIT EIRELI,RIO DE JANEIR,S,89,5499.0,ACOUGUE MERC FRUTOS DO MAR ALIM VA,DNA FIT EIRELI ACOUGUE MERC FRUTOS DO MAR ALIM VA,9,Academia
174950738000000,7997,MAY FIT,BRASILIA,N,2,7997.0,CLUBES / ATLETISMO - SOCIOS,MAY FIT CLUBES / ATLETISMO - SOCIOS,9,Academia
1101410857,7997,BLUEFIT ACADEMIAS,RIO DE JANEIR,S,2,7997.0,CLUBES / ATLETISMO - SOCIOS,BLUEFIT ACADEMIAS CLUBES / ATLETISMO - SOCIOS,9,Academia
1003483000,7911,TECHNOFIT CLUB,NOVA IGUACU,S,4,7911.0,DANCA (ACADEMIAS),TECHNOFIT CLUB DANCA (ACADEMIAS),9,Academia
58761292,8299,CH FITNESS,RIO DE JANEIR,S,14,8299.0,ESCOLAS E CURSOS EM GERAL,CH FITNESS ESCOLAS E CURSOS EM GERAL,9,Academia
22637702,7997,ACADEMIA EVOLUTION,VASSOURAS,S,4,7997.0,CLUBES / ATLETISMO - SOCIOS,ACADEMIA EVOLUTION CLUBES / ATLETISMO - SOCIOS,9,Academia
1043492345,7911,FORMULA ACADEMIA-ELDORADO,SAO PAULO,N,45,7911.0,DANCA (ACADEMIAS),FORMULA ACADEMIA-ELDORADO DANCA (ACADEMIAS),9,Academia
8719924482,7997,BODYTECH,SAO PAULO,N,5,7997.0,CLUBES / ATLETISMO - SOCIOS,BODYTECH CLUBES / ATLETISMO - SOCIOS,9,Academia
8701302457,7997,BAD DOG ACADEMIA,RIO DE JANEIR,S,18,7997.0,CLUBES / ATLETISMO - SOCIOS,BAD DOG ACADEMIA CLUBES / ATLETISMO - SOCIOS,9,Academia
8718796865,7997,FIT CLUB ACADEMIA,RIO DE JANEIR,N,60,7997.0,CLUBES / ATLETISMO - SOCIOS,FIT CLUB ACADEMIA CLUBES / ATLETISMO - SOCIOS,9,Academia
652931,7941,SUMMER FITNESS,SUZANO,S,1,7941.0,CAMPO DE ESPORTES / CLUBE,SUMMER FITNESS CAMPO DE ESPORTES / CLUBE,9,Academia
35433108,5199,KIT FAMA,DIVINOPOLIS,S,2,5199.0,MATERIAL DE CONSUMO - NAO CLASSIFICADOS ANTERIORMENTE,KIT FAMA MATERIAL DE CONSUMO - NAO CLASSIFICADOS ANTERIORMENTE,9,Academia
