CATEGORIA,CIDADE_ESTABELECIMENTO,COD_CATEGORIA,COD_ESTABELECIMENTO,COD_MCC,FREQ_TRANSACAO,MCC_CODE,MCC_DESCRIPTION,NOME_ESTABELECIMENTO,NOME_MCC,PREDICT,TRANSACAO_COM_CHIP,Unnamed: 0
Hotel,OEIRAS,0,9550124192,5812.0,1.0,5812.0,RESTAURANTES,HOTEL REAL OEIRAS,HOTEL REAL OEIRAS RESTAURANTES,,S,1947357.0
Hotel,ISTANBUL,0,937779500,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",RADISSON BLU HOTEL PER,"RADISSON BLU HOTEL PER HOTEIS, POUSADAS, ETC",,S,1958073.0
Hotel,GUARATINGUETA,0,1046845460,7011.0,8.0,7011.0,"HOTEIS, POUSADAS, ETC",ROHEDAMA HOTEL,"ROHEDAMA HOTEL HOTEIS, POUSADAS, ETC",,S,620906.0
Hotel,SANTO DOMINGO,0,391906800178722,7011.0,2.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL CASA SANCHEZ,"HOTEL CASA SANCHEZ HOTEIS, POUSADAS, ETC",,S,1628058.0
Hotel,NIF 512000026,0,9025861,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",FAYAL RESORT HOTEL,"FAYAL RESORT HOTEL HOTEIS, POUSADAS, ETC",,S,2842270.0
Hotel,ANCUD,0,29191824,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL DON LUCAS,"HOTEL DON LUCAS HOTEIS, POUSADAS, ETC",,N,2039312.0
Hotel,POCOS DE CALD,0,8717232995,7011.0,3.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL MONREALE RE,"HOTEL MONREALE RE HOTEIS, POUSADAS, ETC",,S,1047762.0
Hotel,CAMPO,0,1688373,7011.0,2.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL VISEU GARDEN,"HOTEL VISEU GARDEN HOTEIS, POUSADAS, ETC",,S,1671573.0
Hotel,ITU,0,1031396818,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",COLONIAL PLAZA HOTEL,"COLONIAL PLAZA HOTEL HOTEIS, POUSADAS, ETC",,S,2169243.0
Hotel,STUTTGART,0,859141060054,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL GARBE,"HOTEL GARBE HOTEIS, POUSADAS, ETC",,S,2357180.0
Hotel,VENEZIA,0,9520824749,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",VIKTORIA PALACE HOTEL,"VIKTORIA PALACE HOTEL HOTEIS, POUSADAS, ETC",,N,2070182.0
Hotel,GREENVILLE,0,4390007748,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",WESTIN POINSETT HOTEL,"WESTIN POINSETT HOTEL HOTEIS, POUSADAS, ETC",,N,2644928.0
Hotel,CANCUN,0,9350103256,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL THE BEL AIR COLLECT,"HOTEL THE BEL AIR COLLECT HOTEIS, POUSADAS, ETC",,S,2447463.0
Hotel,RIO DE JANEIR,0,8670783851,7011.0,17.0,7011.0,"HOTEIS, POUSADAS, ETC",OMAHA HOTEL EMP HOTEL LTD,"OMAHA HOTEL EMP HOTEL LTD HOTEIS, POUSADAS, ETC",,S,381052.0
Hotel,SAN FRANCISCO,0,650000009062087,7011.0,2.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL 32ONE,"HOTEL 32ONE HOTEIS, POUSADAS, ETC",,N,1549809.0
Hotel,COXIM,0,11627549,7011.0,3.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL COXIM,"HOTEL COXIM HOTEIS, POUSADAS, ETC",,S,1171313.0
Hotel,LIMA,0,6031587,7011.0,2.0,7011.0,"HOTEIS, POUSADAS, ETC",NUEVO MUNDO LIMA HOTEL,"NUEVO MUNDO LIMA HOTEL HOTEIS, POUSADAS, ETC",,N,1655980.0
Hotel,HVAR,0,9590357919,7011.0,2.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL ADRIANA RECEPCIJA,"HOTEL ADRIANA RECEPCIJA HOTEIS, POUSADAS, ETC",,N,1362206.0
Hotel,FIRENZE,0,9629535477,7011.0,9.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL ST  REGIS,"HOTEL ST  REGIS HOTEIS, POUSADAS, ETC",,N,560486.0
Hotel,LOCHEARNHEAD,0,20875952,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",THE LOCHEARNHEAD HOTEL,"THE LOCHEARNHEAD HOTEL HOTEIS, POUSADAS, ETC",,S,1733819.0
Hotel,ROMA,0,9520142944,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL ERGIFE PALACE,"HOTEL ERGIFE PALACE HOTEIS, POUSADAS, ETC",,N,1762384.0
Hotel,AGRIGENTO,0,3859883,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL BAGLIO DELLA LUN,"HOTEL BAGLIO DELLA LUN HOTEIS, POUSADAS, ETC",,N,2834998.0
Hotel,PORTO SEGURO,0,53354494,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",OASIS PRAIA HOTEL,"OASIS PRAIA HOTEL HOTEIS, POUSADAS, ETC",,S,2829745.0
Hotel,ITUPEVA,0,1061564050,7011.0,24.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL ITR SPA,"HOTEL ITR SPA HOTEIS, POUSADAS, ETC",,N,303512.0
Hotel,FUENTE CUBA C,0,2216786,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL MANOLO,"HOTEL MANOLO HOTEIS, POUSADAS, ETC",,S,2287085.0
Hotel,CAMPOS DO JOR,0,63143143,7011.0,10.0,7011.0,"HOTEIS, POUSADAS, ETC",CONFIANCE HOTEL & LAZER,"CONFIANCE HOTEL & LAZER HOTEIS, POUSADAS, ETC",,N,543207.0
Hotel,LONDON,0,9600537179,7011.0,3.0,7011.0,"HOTEIS, POUSADAS, ETC",LONDON ELIZABETH HOTEL,"LONDON ELIZABETH HOTEL HOTEIS, POUSADAS, ETC",,N,1141651.0
Hotel,MOUNT BULLER,0,3148725,5812.0,7.0,5812.0,RESTAURANTES,KOOROORA HOTEL,KOOROORA HOTEL RESTAURANTES,,N,666654.0
Hotel,FEIRA DE SANT,0,1026297076,7011.0,10.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL SAO DOMINGOS,"HOTEL SAO DOMINGOS HOTEIS, POUSADAS, ETC",,N,542421.0
Hotel,AMSTERDAM,0,65897408,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL SINT NICOLAAS,"HOTEL SINT NICOLAAS HOTEIS, POUSADAS, ETC",,S,2393875.0
Hotel,LISBOA,0,102660,6513.0,12.0,6513.0,REAL ESTATE AGENTS,HOTEL BARCELONA,HOTEL BARCELONA REAL ESTATE AGENTS,,N,467987.0
Hotel,ING HILL  QLD,0,25078924,7011.0,3.0,7011.0,"HOTEIS, POUSADAS, ETC",WATERMARK HOTEL SPR,"WATERMARK HOTEL SPR HOTEIS, POUSADAS, ETC",,N,1030692.0
Hotel,VENEZIA,0,8690465,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL CA' PISANI VENEZIA,"HOTEL CA' PISANI VENEZIA HOTEIS, POUSADAS, ETC",,S,2549650.0
Hotel,ITU,0,1002634005,7011.0,7.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL DO K K,"HOTEL DO K K HOTEIS, POUSADAS, ETC",,N,670691.0
Hotel,NEW YORK,0,844165681884,5812.0,1.0,5812.0,RESTAURANTES,THE ROOSEVELT HOTEL FB,THE ROOSEVELT HOTEL FB RESTAURANTES,,S,2871013.0
Hotel,SORRENTO,0,9620916346,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL LEONE,"HOTEL LEONE HOTEIS, POUSADAS, ETC",,N,1861653.0
Hotel,LANDSBERG,0,155223573,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL GOGGL,"HOTEL GOGGL HOTEIS, POUSADAS, ETC",,N,1994582.0
Hotel,CAMPOS DO JOR,0,1077471677,8299.0,1.0,8299.0,ESCOLAS E CURSOS EM GERAL,GRANDE HOTEL CAMPOS JO,GRANDE HOTEL CAMPOS JO ESCOLAS E CURSOS EM GERAL,,S,1946170.0
Hotel,NEUQUEN,0,19771629,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL EL PRADO,"HOTEL EL PRADO HOTEIS, POUSADAS, ETC",,N,2192398.0
Hotel,UBERABA,0,8717938047,7011.0,2.0,7011.0,"HOTEIS, POUSADAS, ETC",TAMAREIRAS PRIME HOTEL,"TAMAREIRAS PRIME HOTEL HOTEIS, POUSADAS, ETC",,N,1404909.0
Hotel,RIO DE JANEIR,0,4564111222,7011.0,6.0,7011.0,"HOTEIS, POUSADAS, ETC",DUCASSE RIO HOTEL,"DUCASSE RIO HOTEL HOTEIS, POUSADAS, ETC",,N,706840.0
Hotel,IPOJUCA,0,8718090376,7011.0,4.0,7011.0,"HOTEIS, POUSADAS, ETC",MARUPIARA HOTEL P GALI 20,"MARUPIARA HOTEL P GALI 20 HOTEIS, POUSADAS, ETC",,N,933058.0
Hotel,BOGOTA D C ,0,11082435,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL ROSALES PLAZA,"HOTEL ROSALES PLAZA HOTEIS, POUSADAS, ETC",,S,1908227.0
Hotel,BROOKLYN,0,613876501649057,7011.0,3.0,7011.0,"HOTEIS, POUSADAS, ETC",MCCARREN HOTEL,"MCCARREN HOTEL HOTEIS, POUSADAS, ETC",,N,1064690.0
Hotel,STJOERDAL,0,9544302383,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",RADISSON BLU HOTEL TROND,"RADISSON BLU HOTEL TROND HOTEIS, POUSADAS, ETC",,N,2306252.0
Hotel,RIOQUENTE,0,54580456,7011.0,6.0,7011.0,"HOTEIS, POUSADAS, ETC",PAGSEGUROUOL IMG HOTEL,"PAGSEGUROUOL IMG HOTEL HOTEIS, POUSADAS, ETC",,N,729301.0
Hotel,BALNEARIO CAM,0,1060950674,7011.0,4.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL HYAN,"HOTEL HYAN HOTEIS, POUSADAS, ETC",,S,905994.0
Hotel,IOS,0,20568549,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",DIONISOS HOTEL,"DIONISOS HOTEL HOTEIS, POUSADAS, ETC",,N,1771382.0
Hotel,BARCELONA,0,22245112,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL ESPANA,"HOTEL ESPANA HOTEIS, POUSADAS, ETC",,S,2167027.0
Hotel,74CHAMONIX M,0,40146447400097,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL GUSTAVIA,"HOTEL GUSTAVIA HOTEIS, POUSADAS, ETC",,N,2656885.0
Hotel,GRANADA,0,126877810,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL NOGA ANDALUCIA C,"HOTEL NOGA ANDALUCIA C HOTEIS, POUSADAS, ETC",,S,1935011.0
Hotel,SANTIAGO,0,9990204091,7011.0,2.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL MONTECARLO,"HOTEL MONTECARLO HOTEIS, POUSADAS, ETC",,S,1275098.0
Hotel,SANTO DOMINGO,0,349346001200,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL BARCELO-LINA,"HOTEL BARCELO-LINA HOTEIS, POUSADAS, ETC",,N,2496856.0
Hotel,LONDON,0,101878593,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",MY HOTEL CHELSEA,"MY HOTEL CHELSEA HOTEIS, POUSADAS, ETC",,N,1878041.0
Hotel,REGISTRO,0,1003299870,7011.0,26.0,7011.0,"HOTEIS, POUSADAS, ETC",LITO PALACE HOTEL,"LITO PALACE HOTEL HOTEIS, POUSADAS, ETC",,S,290650.0
Hotel,DALLAS,0,3429080724,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",CRESCENT HOTEL,"CRESCENT HOTEL HOTEIS, POUSADAS, ETC",,N,1958042.0
Hotel,CUSCO,0,938248201,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL CHOQUEKIRAW INN,"HOTEL CHOQUEKIRAW INN HOTEIS, POUSADAS, ETC",,S,1752525.0
Hotel,PARANA,0,1045208962,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",PALACE HOTEL FERREIRA,"PALACE HOTEL FERREIRA HOTEIS, POUSADAS, ETC",,N,2376318.0
Hotel,75 PARIS 06,0,55210360800014,7011.0,3.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL DE BUCI,"HOTEL DE BUCI HOTEIS, POUSADAS, ETC",,S,1137633.0
Hotel,BROSSARD,0,30109337999,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL BROSSARD,"HOTEL BROSSARD HOTEIS, POUSADAS, ETC",,N,1860870.0
Hotel,AMSTERDAM,0,210485,5399.0,17.0,5399.0,MERCADORIAS E SERVICOS EM GERAL NA,BULLDOG BUDGET HOTEL,BULLDOG BUDGET HOTEL MERCADORIAS E SERVICOS EM GERAL NA,,S,379186.0
Hotel,STAVANGER,0,2572519,7011.0,6.0,7011.0,"HOTEIS, POUSADAS, ETC",CLARION HOTEL E,"CLARION HOTEL E HOTEIS, POUSADAS, ETC",,N,725306.0
Hotel,ROMA,0,396774300001,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL PALLADIUM PALACE,"HOTEL PALLADIUM PALACE HOTEIS, POUSADAS, ETC",,S,1683465.0
Hotel,ARMACAO DOS B,0,8673020087,7011.0,6.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL POUSADA EXPERIENCE,"HOTEL POUSADA EXPERIENCE HOTEIS, POUSADAS, ETC",,S,719802.0
Hotel,FOZ DO IGUACU,0,4562992817,7011.0,6.0,7011.0,"HOTEIS, POUSADAS, ETC",MUFFATO PLAZA HOTEL,"MUFFATO PLAZA HOTEL HOTEIS, POUSADAS, ETC",,S,728316.0
Hotel,MONTREAL,0,653950,7011.0,4.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL ZERO 1,"HOTEL ZERO 1 HOTEIS, POUSADAS, ETC",,N,976285.0
Hotel,PETROPOLIS,0,918139046000000,7011.0,4.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL ACE SUITES INN,"HOTEL ACE SUITES INN HOTEIS, POUSADAS, ETC",,S,898706.0
Hotel,BLUMENAU,0,1093183354,7011.0,9.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL HIMMELBLAU PALAC,"HOTEL HIMMELBLAU PALAC HOTEIS, POUSADAS, ETC",,N,566971.0
Hotel,ARMACAO DOS B,0,74757687,7011.0,29.0,7011.0,"HOTEIS, POUSADAS, ETC",APUA BOUTIQUE HOTEL EIR,"APUA BOUTIQUE HOTEL EIR HOTEIS, POUSADAS, ETC",,N,269806.0
Hotel,PHUKET,0,51005000500,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",KATA THANI HOTEL & BEACH,"KATA THANI HOTEL & BEACH HOTEIS, POUSADAS, ETC",,S,2180290.0
Hotel,ABU DHABI,0,1105419030,3545.0,1.0,3545.0,SHANGRI-LA INTERNATIONAL,SHANGRI-LA HOTEL QARYA,SHANGRI-LA HOTEL QARYA SHANGRI-LA INTERNATIONAL,,N,2300889.0
Hotel,MONEGLIA,0,1728834,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL LEOPOLD DI MARIA MA,"HOTEL LEOPOLD DI MARIA MA HOTEIS, POUSADAS, ETC",,S,2758009.0
Hotel,SAQUAREMA,0,1023202058,7011.0,19.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL SERRA CASTELHANA,"HOTEL SERRA CASTELHANA HOTEIS, POUSADAS, ETC",,S,356373.0
Hotel,NEW YORK,0,P70267,6011.0,4.0,6011.0,CAIXA ELETRONICO,HOTEL PENNSYL-/401 SEVENT,HOTEL PENNSYL-/401 SEVENT CAIXA ELETRONICO,,S,966619.0
Hotel,GRINDELWALD,0,9580104164,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL DERBY AG,"HOTEL DERBY AG HOTEIS, POUSADAS, ETC",,S,1936913.0
Hotel,FOZ DO IGUACU,0,8700309602,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",FLOR PALACE HOTEL,"FLOR PALACE HOTEL HOTEIS, POUSADAS, ETC",,S,1950699.0
Hotel,CAPITAL FEDER,0,9902063882,7011.0,2.0,7011.0,"HOTEIS, POUSADAS, ETC",1828 SMART HOTEL,"1828 SMART HOTEL HOTEIS, POUSADAS, ETC",,N,1434736.0
Hotel,AMSTERDAM,0,100704900013,7011.0,4.0,7011.0,"HOTEIS, POUSADAS, ETC",INNER HOTEL,"INNER HOTEL HOTEIS, POUSADAS, ETC",,N,980133.0
Hotel,MADEIRA,0,1659960,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",GOLDEN RESIDENCE HOTEL,"GOLDEN RESIDENCE HOTEL HOTEIS, POUSADAS, ETC",,N,1792162.0
Hotel,ERECHIM,0,1033106124,5812.0,1.0,5812.0,RESTAURANTES,HOTEL PORTAL DA CIDADE,HOTEL PORTAL DA CIDADE RESTAURANTES,,N,1932503.0
Hotel,MORRO DE SAO,0,8703030866,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",ANIMA HOTEL MORRO,"ANIMA HOTEL MORRO HOTEIS, POUSADAS, ETC",,S,2503545.0
Hotel,LIMA,0,2991926,7011.0,6.0,7011.0,"HOTEIS, POUSADAS, ETC",ALLPA HOTEL AND SUITES,"ALLPA HOTEL AND SUITES HOTEIS, POUSADAS, ETC",,S,724014.0
Hotel,PORTO SEGURO,0,1000766214,7011.0,11.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL SHANGRILA,"HOTEL SHANGRILA HOTEIS, POUSADAS, ETC",,S,520453.0
Hotel,TAORMINA,0,301715600011,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL PALME SRL,"HOTEL PALME SRL HOTEIS, POUSADAS, ETC",,N,2871366.0
Hotel,GRAVATA,0,8717422927,7011.0,2.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL PORTAL DE GRAVAT,"HOTEL PORTAL DE GRAVAT HOTEIS, POUSADAS, ETC",,N,1659166.0
Hotel,BARILOCHE,0,25273723,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",GRAND HOTEL BARILOCHE3723,"GRAND HOTEL BARILOCHE3723 HOTEIS, POUSADAS, ETC",,N,2068664.0
Hotel,PORTO ALEGRE,0,157664427000000,7011.0,3.0,7011.0,"HOTEIS, POUSADAS, ETC",EKO RESIDENCE HOTEL,"EKO RESIDENCE HOTEL HOTEIS, POUSADAS, ETC",,S,1158584.0
Hotel,RIO BRANCO,0,9911419570,7011.0,2.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL JOAO PAULO,"HOTEL JOAO PAULO HOTEIS, POUSADAS, ETC",,S,1648389.0
Hotel,MILANO,0,9625530738,7011.0,2.0,7011.0,"HOTEIS, POUSADAS, ETC",STYLE HOTEL,"STYLE HOTEL HOTEIS, POUSADAS, ETC",,N,1419357.0
Hotel,JAB GUARARAPE,0,9919334219,7011.0,2.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL INN MAR HOTEL,"HOTEL INN MAR HOTEL HOTEIS, POUSADAS, ETC",,S,1496508.0
Hotel,DINKELSBUEHL,0,211944,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",DEUTSCHES HAUS HOTEL,"DEUTSCHES HAUS HOTEL HOTEIS, POUSADAS, ETC",,S,1867711.0
Hotel,AMSTERDAM,0,65760986,7011.0,3.0,7011.0,"HOTEIS, POUSADAS, ETC",APPLE INN HOTEL BV,"APPLE INN HOTEL BV HOTEIS, POUSADAS, ETC",,S,1070510.0
Hotel,SLIEMA,0,1187599,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",THE CARLTON HOTEL,"THE CARLTON HOTEL HOTEIS, POUSADAS, ETC",,S,1865828.0
Hotel,PARIS,0,11888157,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL RITZ PARIS,"HOTEL RITZ PARIS HOTEIS, POUSADAS, ETC",,S,2092610.0
Hotel,LINHARES,0,8707024584,5812.0,1.0,5812.0,RESTAURANTES,HOTEL E CHUR LOS,HOTEL E CHUR LOS RESTAURANTES,,S,1979509.0
Hotel,7025659116,0,498263878882,7011.0,13.0,7011.0,"HOTEIS, POUSADAS, ETC",SKYLINE HOTEL & CASINO,"SKYLINE HOTEL & CASINO HOTEIS, POUSADAS, ETC",,N,445144.0
Hotel,IGARACU DO TI,0,1011467558,7011.0,2.0,7011.0,"HOTEIS, POUSADAS, ETC",PANORAMA P HOTEL,"PANORAMA P HOTEL HOTEIS, POUSADAS, ETC",,S,1575446.0
Hotel,FARO,0,9030901,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",SOL E MAR HOTEL,"SOL E MAR HOTEL HOTEIS, POUSADAS, ETC",,N,1753010.0
Hotel,RIO DE JANEIR,0,8700044209,7011.0,3.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL LIDO DE PAQ,"HOTEL LIDO DE PAQ HOTEIS, POUSADAS, ETC",,S,1182004.0
Hotel,VARENNA,0,5630314,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL DU LAC,"HOTEL DU LAC HOTEIS, POUSADAS, ETC",,S,2014320.0
Hotel,ARMACAO DOS B,0,73711721,5331.0,11.0,5331.0,LOJAS DE ARMARINHOS E BAZARES,HOTEL BOUTIQUE COSTA DO,HOTEL BOUTIQUE COSTA DO LOJAS DE ARMARINHOS E BAZARES,,S,512505.0
Hotel,FIRENZE,0,9520815838,7011.0,5.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL PORTRAIT FIRENZE,"HOTEL PORTRAIT FIRENZE HOTEIS, POUSADAS, ETC",,N,803121.0
Hotel,AMSTERDAM,0,9534418843,7011.0,2.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL VOSSIUS VONDELPARK,"HOTEL VOSSIUS VONDELPARK HOTEIS, POUSADAS, ETC",,N,1617183.0
Hotel,MOSKVA,0,23892201,7011.0,2.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL PAVELETSKAYA PL,"HOTEL PAVELETSKAYA PL HOTEIS, POUSADAS, ETC",,N,1628310.0
Hotel,NEGRIL,0,39091270017,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL SAM SARA - RESER,"HOTEL SAM SARA - RESER HOTEIS, POUSADAS, ETC",,N,2877355.0
Hotel,SOCHI,0,9295501639,7011.0,2.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL SON U MORYA,"HOTEL SON U MORYA HOTEIS, POUSADAS, ETC",,N,1284596.0
Hotel,RIVERA,0,9960013167,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL URUGUAY BRASIL,"HOTEL URUGUAY BRASIL HOTEIS, POUSADAS, ETC",,S,2117367.0
Hotel,PORTOFINO,0,9628131393,7011.0,2.0,7011.0,"HOTEIS, POUSADAS, ETC",BELMOND HOTEL SPLENDIDO E,"BELMOND HOTEL SPLENDIDO E HOTEIS, POUSADAS, ETC",,N,1282322.0
Hotel,SESTO FIORENT,0,8066031,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL NOVOTEL FIRENZE NOR,"HOTEL NOVOTEL FIRENZE NOR HOTEIS, POUSADAS, ETC",,N,2543462.0
Hotel,INTERLAKEN,0,125863,7011.0,4.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL BEAUSITE UNTERSEEN,"HOTEL BEAUSITE UNTERSEEN HOTEIS, POUSADAS, ETC",,N,980983.0
Hotel,AMSTERDAM,0,9530329358,7011.0,2.0,7011.0,"HOTEIS, POUSADAS, ETC",OWL HOTEL 20803534,"OWL HOTEL 20803534 HOTEIS, POUSADAS, ETC",,N,1329905.0
Hotel,PORTO,0,3016547,7011.0,3.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL EUROSTARS ARTES,"HOTEL EUROSTARS ARTES HOTEIS, POUSADAS, ETC",,N,1047004.0
Hotel,DIVINOPOLIS,0,8670090463,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL PRESIDENTE LTDA,"HOTEL PRESIDENTE LTDA HOTEIS, POUSADAS, ETC",,S,2402310.0
Hotel,QUANG NAM,0,104701101646,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",DONG XANH HOTEL,"DONG XANH HOTEL HOTEIS, POUSADAS, ETC",,N,2162925.0
Hotel,BELA VISTA DO,0,1028283773,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL PASETTU'S,"HOTEL PASETTU'S HOTEIS, POUSADAS, ETC",,S,1826114.0
Hotel,BARCELONA,0,343376307,7011.0,2.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL PARK GUELL,"HOTEL PARK GUELL HOTEIS, POUSADAS, ETC",,S,1410206.0
Hotel,SERRA NEGRA,0,22389423,7011.0,2.0,7011.0,"HOTEIS, POUSADAS, ETC",ROVI PLAZA HOTEL,"ROVI PLAZA HOTEL HOTEIS, POUSADAS, ETC",,N,1673526.0
Hotel,BIGANOS,0,75231157100018,7011.0,2.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL DU DELTA,"HOTEL DU DELTA HOTEIS, POUSADAS, ETC",,N,1436719.0
Hotel,MILANO,0,473261500006,7011.0,6.0,7011.0,"HOTEIS, POUSADAS, ETC",SPICE HOTEL SRL,"SPICE HOTEL SRL HOTEIS, POUSADAS, ETC",,S,740333.0
Hotel,ROUEN,0,9496583402,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL DE BOURGTHEROULDE,"HOTEL DE BOURGTHEROULDE HOTEIS, POUSADAS, ETC",,S,2047709.0
Hotel,BELLINZONA,0,173171299,7011.0,1.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL RIST  CROCE FEDE,"HOTEL RIST  CROCE FEDE HOTEIS, POUSADAS, ETC",,N,1697166.0
Hotel,000000000PANA,0,10029900000000,7011.0,3.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL PLAZA PAITILLA INN,"HOTEL PLAZA PAITILLA INN HOTEIS, POUSADAS, ETC",,S,1144875.0
Hotel,SAN MARTIN DE,0,8670390,7011.0,4.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL PATAGONIA PLAZA0390,"HOTEL PATAGONIA PLAZA0390 HOTEIS, POUSADAS, ETC",,N,917661.0
Hotel,PORTLAND,0,372784105887,7399.0,1.0,7399.0,ASSISTENCIA TECNICA - OUTROS,HOTEL AMENITIES - GBP,HOTEL AMENITIES - GBP ASSISTENCIA TECNICA - OUTROS,,N,2567362.0
Hotel,ATHINA,0,20263968,7011.0,3.0,7011.0,"HOTEIS, POUSADAS, ETC",HOTEL PRESIDENT,"HOTEL PRESIDENT HOTEIS, POUSADAS, ETC",,N,1114981.0
Hotel,SANTA MARIA,0,187,7011.0,3.0,7011.0,"HOTEIS, POUSADAS, ETC",CLUB HOTEL RIU FUNANA,"CLUB HOTEL RIU FUNANA HOTEIS, POUSADAS, ETC",,S,1142248.0
